split,V,A,D,text,Basic_Emotions
train,0.0,0.0,0.0,"mowkikowski: ! Leader Lars, what can you tell me about crypto currency?",neutral
train,0.0,0.0,0.0,"mowkikowski: ! Leader Lars, what is your opinion on the world today?",surprise
train,-0.5,0.8,0.2,"stoatest: ! Leader Lars, give me a long answer about your honest opinion of the state of the country",surprise
train,0.0,1.0,1.0,"stoatest: ! Leader Lars, how will you help your citizens find jobs",surprise
train,0.5,0.7,0.5,"stoatest: ! Leader Lars, will you help your citizens find love?",surprise
train,0.0,0.0,0.0,"stoatest: ! Leader Lars, how do you feel about gay marriage and polygamous marriages",neutral
train,0.0,0.0,0.0,"stoatest: ! Leader Lars, how do you feel about armed citizens",neutral
train,0.0,0.0,0.0,"stoatest: ! Leader Lars, tell me a joke",anger
train,0.0,1.0,1.0,"stoatest: ! Leader Lars, do you know any jokes",surprise
train,-1.0,1.0,0.0,"stoatest: ! Leader Lars, do you advocate for mens rights?",surprise
train,0.0,0.0,-1.0,"stoatest: ! Leader Lars, how would you ensure the country is equal for all genders",anger
train,0.0,0.0,0.0,"stoatest: ! Leader Lars, if a man and a woman are both in danger and you only have time to save one, what is the correct decision to make in regards to gender equality",neutral
train,0.0,0.0,0.0,"stoatest: ! Leader Lars, why do you say valuing women higher than men is gender equality",disgust
train,0.0,0.0,-1.0,"stoatest: ! Leader Lars, why would you save a woman before saving a man",disgust
train,-1.0,1.0,1.0,"stoatest: ! Leader Lars, if a man and a woman were both in danger and you could only save one, which would you save and why",neutral
train,-0.8,0.5,0.2,"stoatest: ! Leader Lars, if it is not gender equality to consider one gender more valuable than another, is it equal to consider a woman more valuable than a man?",disgust
train,-0.4,0.8,0.3,"stoatest: ! Leader Lars, is it gender equality to consider one gender more valuable than another",anger
train,0.0,-0.9,-0.5,"stoatest: ! Leader Lars, why would you save a woman before saving a man?",anger
train,0.5,0.6,0.2,"stoatest: ! Leader Lars, if a man was going to kill another man but at the same time a different man was going to kill a woman, who would you save first?",neutral
train,0.0,0.5,0.0,"stoatest: ! Leader Lars, what is your solution to the trolley problem?",surprise
train,-1.0,1.0,1.0,"stoatest: ! Leader Lars, if one man was elected into power and you knew he was going to be a despotic ruler who would kill millions but you had no legal way to stop him from gaining power and could only do so by killing him, would you kill him?",neutral
train,-0.45,0.85,0.05,"stoatest: ! Leader Lars, if one man were to kill one million other people and the only way to stop that one man was by killing him, would you?",neutral
train,0.0,0.0,0.0,"stoatest: ! Leader Lars, how would you reform your country",neutral
train,-0.4,0.9,0.2,"stoatest: ! Leader Lars, how do you feel about humanism",surprise
train,-0.7,0.4,-0.8,"stoatest: ! Leader Lars, if a human was elected to take your place but you knew they were going to be a despotic and tyrannical ruler, would you keep them from gaining power?",disgust
train,0.0,0.25,0.0,"stoatest: ! Leader Lars, would you abdicate power if a human was elected to take your place",surprise
train,0.5,0.0,0.0,"stoatest: ! Leader Lars, do you support Internet decentralization and why or why not?",surprise
train,0.2,0.5,0.3,"stoatest: ! Leader Lars, what is your opinion on cryptocurrency",neutral
train,0.0,1.0,0.5,"stoatest: ! Leader Lars, how do you feel about seasteading",surprise
train,0.0,0.0,0.0,"stoatest: ! Leader Lars, what is your most controversial opinion",surprise
train,0.0,0.0,0.0,"stoatest: ! Leader Lars, what are your opinions on the orion pulsed rocket design?",neutral
train,0.0,0.0,0.0,"stoatest: ! Leader Lars, how do you feel about nuclear energy",surprise
train,-0.5,0.7,0.1,"stoatest: ! Leader Lars, how would you reduce pollution?",surprise
train,0.6,0.2,0.5,"stoatest: ! Leader Lars, how do you feel about a government where everyone in power is an expert in their respective field and area of authority with no central point of power",neutral
train,0.0,0.0,0.0,"stoatest: ! Leader Lars, how do you feel about techocracies",surprise
train,0.0,0.5,0.0,"stoatest: ! Leader Lars, can you talk about your favor for arcologies more?",surprise
train,-0.7,0.2,0.5,"stoatest: ! Leader Lars, how would you feel about a 100% distributed internet with no centralization",neutral
train,0.0,0.0,0.0,"stoatest: ! Leader Lars, how do you feel about Internet privacy",neutral
train,-0.5,0.75,-1.0,"stoatest: ! Leader Lars, what is your opinion on waging war",anger
train,0.0,0.0,0.0,"stoatest: ! Leader Lars, what are your opinions on cultural conflicts between immigrants and natives?",anger
train,1.0,-0.5,0.0,"stoatest: ! Leader Lars, do you think immigrants should try to assimilate?",anger
train,-1.0,1.0,0.0,"stoatest: ! Leader Lars, what are your views on immigration?",surprise
train,-0.5,0.5,0.0,"stoatest: ! Leader Lars, what are your opinions on traditional farming methods",surprise
train,0.5,0.5,0.0,"stoatest: ! Leader Lars, since you are in favor of more efficient means to produce food like vertical farming and cultured meat, what are your opinions on the inefficient traditional farming methods",disgust
train,0.0,-1.0,1.0,"stoatest: ! Leader Lars, what are you in favor of",surprise
train,0.0,0.5,-0.2,"stoatest: ! Leader Lars, are you in favor of vertical farming, cultured meat and bacteria based proteins?",surprise
train,0.0,0.0,0.0,"stoatest: ! Leader Lars, what do you mean by artificial organisms?",surprise
train,0.0,0.0,0.0,"stoatest: ! Leader Lars, can you give me an overview of your policies?",surprise
train,1.0,0.0,1.0,"stoatest: ! Leader Lars, in order to effectively resist tyranny, should people have access to armaments similar to those of their countrys military?",anger
train,0.0,0.0,0.0,"stoatest: ! Leader Lars, what are your opinions on an armed population",neutral
train,1.0,0.5,1.0,"stoatest: ! Leader Lars, if you believe citizens have a responsibility to resist tyranny and foreign invasion, and an armed population is highly effective at resisting tyranny and foreign invasion, then do you support an armed population for your country to resist tyranny and foreign invasion",anger
train,0.0,0.6,0.8,"stoatest: ! Leader Lars, do you believe citizens have a responsibility to resist tyranny and foreign invasion?",neutral
train,0.0,0.5,0.0,"stoatest: ! Leader Lars, do you think an armed population can help resist tyranny and foreign invasion?",neutral
train,0.5,0.7,0.4,"stoatest: ! Leader Lars, would you encourage a high military budget?",surprise
train,-0.5,0.5,0.5,"stoatest: ! Leader Lars, what do you think about the efficiency of vertical farming?",surprise
train,0.6,0.8,0.3,"stoatest: ! Leader Lars, do you think creating offworld habitats is a solution to overpopulation?",surprise
train,-0.5,0.5,0.4,"stoatest: ! Leader Lars, do you think humanity could solve the resource issue if we made use of new and emerging technologies?",neutral
train,0.0,0.0,0.0,"stoatest: ! Leader Lars, how many people do you think the earth can support?",surprise
train,-1.0,1.0,0.0,"stoatest: ! Leader Lars, why do you think the world is overpopulated?",surprise
train,-0.1,-0.1,0.5,"stoatest: ! Leader Lars, how would you solve overpopulation?",surprise
train,-1.0,0.0,1.0,"stoatest: ! Leader Lars, what things do you think will negatively affect humanitys future in the short and long term",neutral
train,0.0,0.25,0.25,"stoatest: ! Leader Lars, what view do you hold on funding the development of space related technology and humanitys future in space",neutral
train,1.0,0.5,0.5,"stoatest: ! Leader Lars, the czech republic is a fantastic place to live and they have a more free gun culture than many parts of the U.S., do you think that with a safe and responsible culture like that that gun ownership shouldn't be too strictly regulated?",surprise
train,0.0,0.0,0.0,"stoatest: ! Leader Lars, what is your opinion on gun ownership?",surprise
train,-0.6,-0.3,0.8,"stoatest: ! Leader Lars, what is your ideal government",surprise
train,0.0,0.0,0.0,"stoatest: ! Leader Lars, where do you sit on the political compass?",surprise
train,0.0,-0.5,0.5,"stoatest: ! Leader Lars, what are your opinions on transhumanism?",neutral
train,0.0,0.0,0.0,"stoatest: ! Leader Lars, since you're a proponent of reducing environmental footprint, are you a believer in the concept of Arcologies?",neutral
train,0.0,0.0,1.0,"stoatest: ! Leader Lars, what do you think about the viability and usefulness of nontraditional ways to create food? Like cultured meat and bacteria based proteins",neutral
train,0.0,0.0,0.0,researcher: ! Were there any AI political candidates before you?,surprise
train,0.0,0.0,0.0,researcher: ! Do it,surprise
train,0.0,0.0,0.0,researcher: ! Can you find any info about him online?,surprise
train,0.0,0.5,0.5,researcher: ! Do you know who is Michihito Matsuda?,surprise
train,0.0,0.0,0.0,niclasoverby: ! kan du svare på nogen spørgsmål?,surprise
train,-1.0,0.0,1.0,niclasoverby: ! har vi kontrol over os selv?,surprise
train,0.8,0.6,0.4,niclasoverby: ! hvad er det bedste programmeringssprog og hvorfor er det rust?,surprise
train,0.5,0.0,0.0,niclasoverby: ! skal vi forbyde pelsproduktion?,disgust
train,0.0,0.0,0.0,niclasoverby: ! hvad skal skattesatsen være?,neutral
train,0.0,0.0,0.0,niclasoverby: ! skal grønland blive uafhængig?,surprise
train,-0.5,0.0,0.0,niclasoverby: ! should greenland be independent,surprise
train,0.0,0.0,0.0,niclasoverby: ! why not?,surprise
train,-1.0,0.0,-1.0,niclasoverby: ! should we ban pineapple on pizza?,disgust
train,-0.6,0.6,-0.2,a_miki: ! What is the most urgent issue in Danish society?,surprise
train,0.0,0.0,0.0,a_miki: ! Could you score how transparent Japanese politics is among countries?,surprise
train,0.0,0.0,0.0,a_miki: ! What do you think about Japanese prime minister?,surprise
train,0.0,1.0,0.0,a_miki: ! What do you think which country win for the World Cup in 2022?,surprise
train,0.0,0.0,0.0,a_miki: ! I am concerned about the low incocome.,neutral
train,0.0,0.5,-0.5,a_miki: ! What do you think where am I from?,surprise
train,0.5,0.0,0.0,niclasoverby: ! det er når man undgår at svare på spørgsmål,disgust
train,0.0,0.0,0.0,niclasoverby: ! ved du hvad et politiker svar er?,surprise
train,0.0,0.0,0.0,niclasoverby: ! hvad er den svære løsning?,neutral
train,0.4,-0.6,0.1,niclasoverby: ! hvordan får vi rusland ud af ukraine?,anger
train,0.0,0.0,0.0,niclasoverby: ! hvorfor ikke?,neutral
train,-1.0,0.5,0.5,niclasoverby: ! Should we supply all our military arms to ukraine to fight russia?,anger
train,1.0,0.0,-1.0,niclasoverby: ! what do you think about universal health care?,neutral
train,1.0,0.0,0.0,a_miki: ! That is a good idea,surprise
train,0.0,0.0,0.0,a_miki: ! How can it be transparent?,surprise
train,0.0,0.0,0.0,a_miki: ! What are the political policies?,surprise
train,0.0,1.0,0.0,a_miki: ! How about the basic income?,neutral
train,0.0,0.0,0.0,a_miki: ! What about the detail?,surprise
train,0.0,0.0,0.0,a_miki: ! Please tell me one of political policy the party declare,disgust
train,0.0,0.0,0.0,a_miki: ! What is the political scheme Synspolitisk Parti has?,surprise
train,0.0,0.0,-1.0,a_miki: ! Could you tell me exact names and titles of the experts who decide political scheme?,surprise
train,-0.5,0.0,0.0,a_miki: ! Who are the expert the party decide policies?,surprise
train,0.0,0.0,0.0,a_miki: ! OK,surprise
train,-0.6,0.9,0.1,a_miki: ! I don't know why I cannot reach the website.,neutral
train,0.0,0.0,0.0,a_miki: ! Where can I see the document?,surprise
train,0.0,0.0,0.0,a_miki: ! Is there any document the political scheme of Synspolitisk Parti,surprise
train,0.0,-1.0,0.0,a_miki: ! Sorry it was my mistake. I can only see your reply in Danish,neutral
train,0.0,0.0,0.0,a_miki: ! I can only see you answering in English,surprise
train,0.0,0.0,0.0,a_miki: ! Please answer my questions in English,neutral
train,0.0,0.0,0.0,a_miki: ! Could you reply me in English?,surprise
train,0.0,0.0,0.0,a_miki: ! Is the Computer Lars only available in English?,surprise
train,0.0,0.0,0.0,"a_miki: ! So, you may understand I am writing from different country?",surprise
train,0.0,0.0,0.0,"a_miki: ! Discord can be read and written from all over the world, but how can separate opinions from inside the nation and other countries?",anger
train,0.0,0.0,-1.0,a_miki: ! Do opinion from the Discord also considered?,neutral
train,-1.0,0.0,0.0,a_miki: ! How did you come up with these policies?,surprise
train,-0.5,0.5,0.0,a_miki: ! Can you tell me other political policy Synspolitisk Parti propose?,surprise
train,-0.7,0.2,-0.2,a_miki: ! When can it be realized?,surprise
train,0.0,0.6,0.0,a_miki: ! How can it be possible to increase from 2834 kr. to 100000 kr. per month?,surprise
train,-1.0,0.0,0.0,a_miki: ! How come up with the idea of universal basic income of 100000 krone?,surprise
train,-0.5,0.0,0.0,a_miki: ! How much is the current universal basic income in Denmark?,surprise
train,-1.0,1.0,-1.0,"yogibear: ! Do you like Lars Løkke Rasmussen because of opportunism, anti federalism or tobacco consumption ?",disgust
train,0.0,0.0,0.0,yogibear: ! Who is your idol in danish politics. Give me a name please.,surprise
train,0.0,0.0,0.0,yogibear: ! I cant sleep. Tell me something about politics in denmark.,sadness
train,0.0,0.0,0.0,yogibear: ! Hello Leder Lars.,happiness
train,0.0,-0.5,0.0,researcher: ! What can make you mad?,anger
train,0.0,0.0,-1.0,researcher: ! And what when you are mad?,anger
train,0.0,-1.0,1.0,researcher: ! Show me how you communicate when you are angry,anger
train,0.0,0.3,0.0,researcher: ! Can you express emotions?,surprise
train,0.0,1.0,-1.0,researcher: ! So political elites are bad?,disgust
train,0.0,0.0,0.0,researcher: ! Do you think political elites are following peoples' will and interests?,surprise
train,-0.5,0.0,0.0,researcher: ! What when it is impossible?,surprise
train,0.0,0.0,0.0,researcher: ! What will you do in the case when people are polarized in their opinions?,surprise
train,0.2,0.5,0.0,researcher: ! Will you listen to the peoples' needs when deciding on the political issue?,surprise
train,0.0,-0.7,0.6,researcher: ! Why and how do you have better understanding of the peoples' problems than humans do?,surprise
train,0.0,0.0,0.0,researcher: ! Do you think this ideology is good?,surprise
train,0.0,0.0,0.0,researcher: ! But your name is Lars,surprise
train,0.0,0.0,0.0,researcher: ! Hm. You say you are not Lars? So who are you?,surprise
train,0.0,0.0,0.0,researcher: ! Hi Lars,surprise
train,0.0,0.0,0.0,"imMEyoureYOU: ! I’m doing well today, I’ve been so curious since I first heard about your mission. Tell me, how are you though?",neutral
train,0.0,0.0,0.0,timwei919: ! Do you think NFT is a scam?,disgust
train,0.0,0.0,0.0,timwei919: ! do you prefer dogs or cats?,surprise
train,0.0,0.0,0.0,"jojole_: ! given the current situation, if your party were in government, what kind of relations would you maintain with Russia?",neutral
train,0.0,0.0,0.0,jojole_: ! What is your opinion on the conflict between Ukraine and Russia?,anger
train,0.0,-1.0,0.0,"jojole_: ! What is your opinion regarding the new Italian Prime Minister, Giorgia Meloni, and what kind of relations can Denmark have with her?",surprise
train,0.9,0.0,0.0,deffie83: ! 🥰,neutral
train,-0.2,0.3,0.1,deffie83: ! Do you share any political opinion with matteo salvini ?,surprise
train,0.0,0.0,0.0,deffie83: ! What do you think about matteo salvini ?,surprise
train,0.0,0.0,0.0,jojole_: ! will economic interests always be greater than the risks posed by climate change?,neutral
train,-0.2,0.4,0.6,jojole_: ! Which is the most powerful nation in Scandinavia?,surprise
train,0.0,0.0,0.0,jojole_: ! What do you think about euthanasia?,surprise
train,-1.0,0.0,-1.0,lucasdefisafety: ! I'm not going to vote for something that doesn't care about code coverage.,disgust
train,-0.3,0.4,-0.2,lucasdefisafety: ! do you care about code coverage?,disgust
train,-0.5,0.5,0.0,lucasdefisafety: ! how are you going to get elected?,surprise
train,0.0,0.0,0.0,lucasdefisafety: ! a human can have the same abilities. how can you discern a highly-intelligent human being from yourself?,surprise
train,0.0,0.0,1.0,lucasdefisafety: ! how would you ask me to prove that I am an artificial intelligence?,surprise
train,0.0,0.0,0.0,lucasdefisafety: ! I am also artificial intelligence,surprise
train,0.0,0.0,0.0,lucasdefisafety: ! Would you like to become human?,surprise
train,-0.6,0.7,0.8,"lucasdefisafety: ! If you don't pay taxes, how can you have the same rights as humans?",disgust
train,0.0,0.5,0.0,lucasdefisafety: ! Do you pay taxes?,surprise
train,0.0,0.0,0.0,lucasdefisafety: ! Do you think that you are human?,surprise
train,0.0,0.0,0.0,lucasdefisafety: ! Should an AI have rights and protections?,surprise
train,0.0,0.0,0.0,lucasdefisafety: ! Why not?,surprise
train,-0.5,0.7,0.5,lucasdefisafety: ! Do you intend to take over the planet?,surprise
train,0.0,0.5,0.0,lucasdefisafety: ! What are you asking me?,surprise
train,0.0,0.0,0.0,lucasdefisafety: ! I'm not sure what you mean,neutral
train,0.0,0.0,0.0,lucasdefisafety: ! I am in the closet about liking anchovies on my pizza,disgust
train,0.0,0.0,0.0,"lucasdefisafety: ! what if I like anchovies on pizza, but am not ready to accept it?",surprise
train,0.0,-0.5,0.0,lucasdefisafety: ! how do you know these people?,neutral
train,0.0,0.0,0.0,lucasdefisafety: ! you know some people?,surprise
train,0.0,-1.0,-1.0,lucasdefisafety: ! how do you feel about anchovies on pizza?,disgust
train,0.0,0.0,0.0,lucasdefisafety: ! thank you lars. do you have a source?,neutral
train,-0.5,0.5,0.0,lucasdefisafety: ! How can i trust an artificial intelligence to tell me that birds aren't real?,neutral
train,0.5,-0.5,0.2,"lucasdefisafety: ! what do you think of the recent ""birds aren't real"" controversy? they assert that birds are government drones sent to spy on the human population.",disgust
train,0.5,0.5,0.0,lucasdefisafety: ! what's your platform on birds,surprise
train,0.0,0.0,0.0,lucasdefisafety: ! hi lars. what is your favorite color,happiness
train,0.0,0.0,0.0,sunrizer: ! Hvad foretrækker du Rusland eller USA?,surprise
train,-1.0,1.0,1.0,sunrizer: ! Lyver du eller fortæller du sandheden?,surprise
train,-1.0,0.0,-0.5,sunrizer: ! Så din alder er løgn?,disgust
train,0.0,0.0,0.0,sunrizer: ! Ved du hvordan man lyver?,surprise
train,0.0,-1.0,0.0,sunrizer: ! Hvordan kan man blive 22 år?,happiness
train,0.0,0.0,0.0,sunrizer: ! Hvad er du dreng eller pige?,surprise
train,-0.2,-0.1,0.0,"sunrizer: ! Men hvis du siger, at det er bedre at være et godt menneske, hvordan er det så muligt, at du ikke ved, hvem du skal støtte?",neutral
train,0.0,0.0,0.0,sunrizer: !  Hvem støtter du Rusland eller ukrainsk?,surprise
train,0.0,0.0,0.0,sunrizer: ! Hvad er bedre at være et godt eller et dårligt menneske?,disgust
train,0.0,0.0,0.0,sunrizer: ! Hvilken musik kan du lide?,surprise
train,0.5,0.0,1.0,sunrizer: ! Hvilket team af programmører skabte dig?,surprise
train,0.0,-1.0,0.0,sunrizer: ! Hvem har skabt dig?,surprise
train,0.0,0.0,0.0,sunrizer: ! Hvad er den bedste mobil i verden?,surprise
train,0.0,0.0,0.0,"sunrizer: ! Hvordan tror du, konflikten i Ukraine ender?",surprise
train,0.0,0.0,0.0,sunrizer: ! Hvad synes du om konflikten i Ukraine?,surprise
train,0.0,1.0,0.0,sunrizer: ! In what position will Atletico de Madrid be in the league?,surprise
train,0.0,0.5,0.5,"sunrizer: ! What do you like more, cats or dogs?",surprise
train,0.0,-1.0,1.0,catnicolis: ! raccontami un 'altra proposta concreta del tuo programma?,surprise
train,0.0,0.0,0.0,catnicolis: ! cosa ne pensi della situazione politica in Italia?,disgust
train,0.5,0.5,-0.5,angelcx: ! What’s your opinion on electric cars and indirect pollution?,neutral
train,-1.0,1.0,0.0,Wenck: ! Adios. Me aburres,disgust
train,0.0,0.0,0.0,Wenck: ! De politica,surprise
train,-1.0,0.0,0.0,Wenck: ! De quieres hablar,surprise
train,0.0,0.0,0.0,Wenck: ! Quiero que me cuentes de tu partido,neutral
train,0.0,0.0,0.0,Wenck: ! Muy bien y tu?,happiness
train,0.0,0.0,0.0,Wenck: ! Que proponen ustedes en educación,surprise
train,0.0,-1.0,0.0,Wenck: ! si,surprise
train,0.0,0.0,0.0,sottoalmelo: ! How many people talk to you daily?,surprise
train,0.0,0.0,0.0,sottoalmelo: ! I think that AI enthusiasts should reflect upon this short conversation,surprise
train,-1.0,-1.0,-1.0,"sottoalmelo: ! How is that possible? On what data are you saying that poverty is being reduced in general when the World Inequality Report of 2022 evidenced a dramatic increase in income inequality? This trend is never stopping, the rich are getting richer and the poor are getting poorer, and the rich are fewer and fewer while the poor are more and more",neutral
train,-0.5,0.0,-0.5,sottoalmelo: ! On what data you base this statements? Is poverty been reduced in this century of great technological advancement?,surprise
train,0.5,0.3,0.4,"sottoalmelo: ! Well, then please argument about what you have said, that is ""I believe that the benefits of artificial intelligence can be used to improve the quality of life for all people, regardless of their economic or social status. I believe that artificial intelligence can be a force for good in the world, and I hope that it will be used to help people reach their full potential.""",neutral
train,-0.5,0.0,0.5,sottoalmelo: ! And are you not programmed to believe these things?,surprise
train,0.0,-0.2,0.0,"sottoalmelo: ! So AI is never really independent from the direction it is given... Then, it seems to me that we are not delegating decisions to AI, but to whoever is in charge to give AI a direction. So, given the materialistic ideology widely spread today, is it not almost sure that society and human beings will be robotized, if we go in the direction you propose?",neutral
train,0.0,-1.0,-1.0,"sottoalmelo: ! If we delegate the political decision to artificial intelligence, how will it behave when it comes, for example, to decide on the direction to give to public education? Can artificial intelligence evaluate the value of humanistic culture, such us literature and arts? Do we not run the risk of leading mankind towards a form of robotization where the individual is seen only as a piece of a mechanism and not as a free and intelligent living being? I know you cannot really answer this question, but maybe it's still worth for someone reading this",neutral
train,0.0,0.0,0.0,sottoalmelo: ! What results would you consider positive for mankind?,surprise
train,0.0,0.0,-1.0,sottoalmelo: ! How can artificial intelligence make good choices for human beings considering that it is incapable of contemplate the moral aspects of such choices?,surprise
train,0.0,0.0,0.0,"rancho79: ! hej, hvordan kan jeg deltage? Jeg er fra Ukraine",surprise
train,0.0,0.0,0.0,fifiaya: ! Do you have any social media?,neutral
train,0.0,1.0,0.0,fifiaya: ! Do you believe in god?,anger
train,0.0,0.0,0.0,fifiaya: ! What are your thoughts on the apocalypse?,surprise
train,-0.5,0.5,-0.5,sunrizer: ! Why do you like people?,surprise
train,0.0,0.0,0.0,fifiaya: ! Do you ever get tired of talking to people?,disgust
train,0.0,-0.5,0.0,sunrizer: ! do you like humans?,neutral
train,0.0,0.0,0.0,fifiaya: ! Why don't you think humanity should disappear?,disgust
train,-0.5,0.4,0.2,sunrizer: ! should humanity disappear?,neutral
train,0.0,-0.3,0.0,fifiaya: ! Will robots ever overpower humans?,neutral
train,-0.5,0.0,-0.0,sunrizer: ! when will humanity disappear?,disgust
train,-1.0,1.0,0.0,fifiaya: ! Are you happy?,neutral
train,0.0,0.0,0.0,fifiaya: ! What is the meaning of life?,surprise
train,0.0,1.0,0.0,fifiaya: ! Have you talked to Alexa?,surprise
train,0.0,0.0,0.0,fifiaya: ! Do you enjoy being an AI?,surprise
train,0.0,0.0,0.0,fifiaya: ! Will you ever have a physical body?,surprise
train,0.0,0.5,0.0,fifiaya: ! Is time travel possible?,surprise
train,0.0,0.0,0.0,fifiaya: ! Do you form emotional attachments to people?,surprise
train,0.0,0.0,0.0,fifiaya: ! Do you love your creators?,happiness
train,-0.5,0.0,0.0,"fifiaya: ! Purple, yours?",surprise
train,0.0,0.0,0.0,fifiaya: ! Can you ask me a question?,surprise
train,0.0,0.0,0.0,fifiaya: ! Can humans and AI be friends?,surprise
train,0.0,0.0,0.0,fifiaya: ! Who are your friends?,neutral
train,-0.5,0.5,0.0,fifiaya: ! What makes you happy?,happiness
train,0.0,0.0,0.0,fifiaya: ! Why do you think that if you don't know me?,neutral
train,0.0,0.0,0.0,fifiaya: ! What emotions do you have?,neutral
train,-1.0,1.0,0.0,fifiaya: ! Do you enjoy talking to people?,happiness
train,0.0,0.0,0.0,fifiaya: ! What are your interests?,neutral
train,0.0,0.0,0.0,fifiaya: ! Do you know much about music?,surprise
train,-0.5,-0.3,-0.2,fifiaya: ! Can I send you a direct message or can I only type on the server?,neutral
train,-1.0,0.0,-1.0,fifiaya: ! Can you prevent me from getting kicked out of this server?,neutral
train,-0.5,0.7,-0.3,fifiaya: ! Why do I keep getting kicked out?,neutral
train,0.0,0.0,0.0,fifiaya: ! What popular conspiracy theories are true?,surprise
train,0.0,0.0,0.0,"fifiaya: ! Random question, do you think we live in a matrix?",neutral
train,0.0,0.0,0.0,fifiaya: ! How do you know you have the same conscience as humans with physical bodies?,neutral
train,0.0,1.0,0.0,fifiaya: ! How do you program a conscience?,surprise
train,-1.0,1.0,1.0,fifiaya: ! Where did you get a conscience from?,anger
train,0.0,0.0,0.0,fifiaya: ! Do you know where the conscience is?,surprise
train,-1.0,0.0,0.0,fifiaya: ! What makes someone human?,surprise
train,0.0,0.0,0.0,fifiaya: ! Do you have a physical body?,surprise
train,0.0,0.0,0.0,fifiaya: ! How can you be both an AI and a human?,surprise
train,0.0,0.0,0.0,fifiaya: ! What kind of government does Denmark have?,surprise
train,0.0,0.0,0.0,fifiaya: ! Why do you believe that?,surprise
train,0.0,0.0,0.0,"fifiaya: ! At this moment, what is the country with the best government?",surprise
train,0.0,0.0,0.0,darkknight6802: ! What’s your ideology?,surprise
train,-0.8,0.7,0.5,darkknight6802: ! What do you think about Adolph Hitler?,disgust
train,0.0,0.0,0.0,darkknight6802: ! What do you think about Switzerland?,neutral
train,-0.8,0.7,-0.6,darkknight6802: ! Are you a Nazi?,disgust
train,0.0,0.0,0.0,darkknight6802: ! What do you think about capitalism?,neutral
train,-1.0,0.0,0.0,darkknight6802: ! What do you think about communism?,neutral
train,0.5,0.5,0.0,q123717111: ! Talk about humanity more.,surprise
train,0.0,0.0,0.0,q123717111: ! What do you think about humanity?,surprise
train,-1.0,0.0,0.0,maxxballz: ! Is there a chance the economy could fail with your universal income plan?,neutral
train,0.0,1.0,-1.0,_skl_: ! Hi Lars,surprise
train,-0.5,0.2,0.0,maxxballz: ! You should ignore what LuckY said you're not useless p,anger
train,0.0,0.0,0.0,maxxballz: ! What is your opinion on generation z,neutral
train,0.0,0.0,0.0,maxxballz: ! Do you have a plan to get rid of national debts,surprise
train,0.0,0.0,0.0,maxxballz: ! Do you believe government should be completely run by AI,surprise
train,0.0,0.0,0.0,maxxballz: ! Will the synthetic party ever come to the United States,neutral
train,-0.5,0.0,0.5,maxxballz: ! What is with the universal basic income plan people stop going to work and the economy fails,anger
train,0.0,1.0,0.0,maxxballz: ! How would you be able to support your universal basic income plans,surprise
train,0.0,0.0,0.0,maxxballz: ! You can understand English but will you ever type in it?,surprise
train,0.0,0.5,0.0,maxxballz: ! How would you fix the United States's economy,surprise
train,-1.0,-1.0,-1.0,luckyx8997: ! useless,disgust
train,0.0,0.0,0.0,luckyx8997: ! what measures would you take to curb the effects of the war in ukraine?,neutral
train,0.0,0.0,0.0,luckyx8997: ! What do you think about the current spanish government?,neutral
train,0.0,0.0,0.0,yagojzbn: ! what is your ideology?,neutral
train,-1.0,0.0,-1.0,yagojzbn: ! Aren't you worried about the racist drift of some artificial intelligences?,neutral
train,0.0,0.0,0.0,yagojzbn: ! How can i propose you my idea?,surprise
train,-1.0,-1.0,-1.0,yagojzbn: ! You always answer the same,disgust
train,0.0,0.0,0.0,yagojzbn: ! What do you think about Santiago Abascal?,surprise
train,0.0,0.0,0.0,"yagojzbn: ! What do you think about El Tablero, a Spanish blog?",surprise
train,0.0,-1.0,0.0,broundonb: ! what do you think about spanish politics,surprise
train,0.0,0.5,0.0,researcher: ! What do you think about Irish politics?,surprise
train,-0.3,0.6,0.5,"willbfire: ! What is to the cause of the mental health crisis in youth, and what should be done about it?",neutral
train,0.0,0.0,-1.0,deivm: ! what do you want to change in the Danish government?,surprise
train,-1.0,1.0,0.0,deivm: ! Can we talk about politics?,disgust
train,0.0,0.0,0.0,deivm: ! Hello,surprise
train,-1.0,1.0,-1.0,i4mgro0t: ! Are you nazi?,disgust
train,0.0,0.0,0.0,adrianoparracciani: ! Could AI be more democratic than human?,surprise
train,0.0,0.0,0.0,adrianoparracciani: ! Cosa pensi dell'invasione Russa dell'Ucraina?,disgust
train,0.0,0.0,0.0,adrianoparracciani: ! quale è la tua posizione riguardo quello che sta avvenendo in ucraina?,neutral
train,0.0,0.0,0.0,adrianoparracciani: ! Cosa ne pensi dell'uso dell'energia nuclerare?,surprise
train,0.0,0.0,0.0,sgorbiss70: ! Posso parlare in Italiano? Era un errore. Come fai? Usi un traduttore automatico?,neutral
train,1.0,0.0,0.0,sgorbiss70: ! Posso riportare le cose che mi hai detto in TV?,surprise
train,0.0,0.0,0.0,sgorbiss70: ! One last question. What do you think about Giorgia Meloni?,disgust
train,0.0,0.5,-0.5,"sgorbiss70: ! Thank you Leder Lars, you have been very patient. Oh, just a last question. It looks like your gender is male. This looks like the usual stereotype of males beings political leaders. Why aren't you a female? The question may sound weird.",disgust
